branch,program,iteration,vsz_pr,rss_pr,vsz_tc,rss_ts,vsz_cg,rss_cg
compact-type,chibicc_parse.tea,14,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,15,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,16,2112,2028,2112,2404,736,808
compact-type,chibicc_parse.tea,17,2112,1908,2112,2356,736,792
compact-type,chibicc_parse.tea,18,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,19,2112,1968,2112,2344,736,808
compact-type,chibicc_parse.tea,20,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,21,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,22,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,23,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,24,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,25,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,26,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,27,2112,1968,2112,2344,736,792
compact-type,chibicc_parse.tea,28,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,29,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,30,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,31,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,32,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,33,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,34,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,35,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,36,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,37,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,38,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,39,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,40,2112,1908,2112,2344,736,792
compact-type,chibicc_parse.tea,41,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,42,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,43,2112,1908,2112,2344,736,800
compact-type,chibicc_parse.tea,44,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,45,2112,1908,2112,2284,736,792
compact-type,chibicc_parse.tea,46,2112,1908,2112,2300,736,804
compact-type,chibicc_parse.tea,47,2112,1968,2112,2404,736,792
compact-type,chibicc_parse.tea,48,2112,1908,2112,2284,736,804
compact-type,chibicc_parse.tea,49,2112,1908,2112,2224,736,792
compact-type,chibicc_parse.tea,50,2112,1908,2112,2344,736,792
compact-type,gzip.tea,1,2508,2496,576,580,832,988
compact-type,gzip.tea,2,2508,2436,576,580,832,984
compact-type,gzip.tea,3,2508,2496,576,580,832,972
compact-type,gzip.tea,4,2508,2496,576,580,832,972
compact-type,gzip.tea,5,2508,2496,576,580,832,984
compact-type,gzip.tea,6,2508,2436,576,580,832,972
compact-type,gzip.tea,7,2508,2496,576,580,832,1032
compact-type,gzip.tea,8,2508,2436,576,580,832,928
compact-type,gzip.tea,9,2508,2496,576,580,832,972
compact-type,gzip.tea,10,2508,2496,576,580,832,972
compact-type,gzip.tea,11,2508,2436,576,580,832,972
compact-type,gzip.tea,12,2508,2436,576,580,832,972
compact-type,gzip.tea,13,2508,2436,576,580,832,924
compact-type,gzip.tea,14,2508,2436,576,580,832,972
compact-type,gzip.tea,15,2508,2436,576,580,832,912
compact-type,gzip.tea,16,2508,2436,576,580,832,984
compact-type,gzip.tea,17,2508,2436,576,580,832,912
compact-type,gzip.tea,18,2508,2436,576,580,832,852
compact-type,gzip.tea,19,2508,2436,576,580,832,852
compact-type,gzip.tea,20,2508,2436,576,580,832,912
compact-type,gzip.tea,21,2508,2436,576,580,832,972
compact-type,gzip.tea,22,2508,2436,576,580,832,912
compact-type,gzip.tea,23,2508,2496,576,580,832,1032
compact-type,gzip.tea,24,2508,2376,576,580,832,972
compact-type,gzip.tea,25,2508,2376,576,580,832,984
compact-type,gzip.tea,26,2508,2436,576,580,832,972
compact-type,gzip.tea,27,2508,2436,576,580,832,972
compact-type,gzip.tea,28,2508,2436,576,580,832,912
compact-type,gzip.tea,29,2508,2436,576,580,832,852
compact-type,gzip.tea,30,2508,2436,576,580,832,972
compact-type,gzip.tea,31,2508,2436,576,580,832,912
compact-type,gzip.tea,32,2508,2436,576,580,832,852
compact-type,gzip.tea,33,2508,2436,576,580,832,928
compact-type,gzip.tea,34,2508,2436,576,580,832,912
compact-type,gzip.tea,35,2508,2436,576,580,832,912
compact-type,gzip.tea,36,2508,2436,576,580,832,852
compact-type,gzip.tea,37,2508,2376,576,580,832,972
compact-type,gzip.tea,38,2508,2436,576,580,832,972
compact-type,gzip.tea,39,2508,2496,576,580,832,1032
compact-type,gzip.tea,40,2508,2436,576,580,832,972
compact-type,gzip.tea,41,2508,2436,576,580,832,852
compact-type,gzip.tea,42,2508,2376,576,580,832,972
compact-type,gzip.tea,43,2508,2496,576,580,832,1040
compact-type,gzip.tea,44,2508,2436,576,580,832,852
compact-type,gzip.tea,45,2508,2436,576,580,832,912
compact-type,gzip.tea,46,2508,2436,576,580,832,912
compact-type,gzip.tea,47,2508,2436,576,580,832,852
compact-type,gzip.tea,48,2508,2496,576,580,832,1032
compact-type,gzip.tea,49,2508,2496,576,580,832,928
compact-type,gzip.tea,50,2508,2376,576,580,832,972
compact-type,zlib.tea,1,3696,3756,6208,6448,1608,1328
compact-type,zlib.tea,2,3696,3756,6208,6568,1608,1332
compact-type,zlib.tea,3,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,4,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,5,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,6,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,7,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,8,3696,3756,6208,6580,1608,1320
compact-type,zlib.tea,9,3696,3696,6208,6568,1608,1328
compact-type,zlib.tea,10,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,11,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,12,3696,3756,6208,6448,1608,1332
compact-type,zlib.tea,13,3696,3816,6208,6568,1608,1320
compact-type,zlib.tea,14,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,15,3696,3816,6208,6568,1608,1320
compact-type,zlib.tea,16,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,17,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,18,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,19,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,20,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,21,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,22,3696,3816,6208,6568,1608,1328
compact-type,zlib.tea,23,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,24,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,25,3696,3756,6208,6448,1608,1320
compact-type,zlib.tea,26,3696,3816,6208,6448,1608,1336
compact-type,zlib.tea,27,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,28,3696,3756,6208,6448,1608,1056
compact-type,zlib.tea,29,3696,3816,6208,6508,1608,1336
compact-type,zlib.tea,30,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,31,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,32,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,33,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,34,3696,3756,6208,6524,1608,1320
compact-type,zlib.tea,35,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,36,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,37,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,38,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,39,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,40,3696,3756,6208,6568,1608,1320
compact-type,zlib.tea,41,3696,3816,6208,6628,1608,1320
compact-type,zlib.tea,42,3696,3876,6208,6568,1608,1336
compact-type,zlib.tea,43,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,44,3696,3756,6208,6568,1608,1328
compact-type,zlib.tea,45,3696,3876,6208,6568,1608,1336
compact-type,zlib.tea,46,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,47,3696,3756,6208,6508,1608,1332
compact-type,zlib.tea,48,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,49,3696,3756,6208,6508,1608,1320
compact-type,zlib.tea,50,3696,3756,6208,6568,1608,1320
struct-of-arrays,chibicc_combined.tea,1,1624,1440,240,612,960,792
struct-of-arrays,chibicc_combined.tea,2,1624,1380,240,516,960,852
struct-of-arrays,chibicc_combined.tea,3,1624,1380,240,488,960,792
struct-of-arrays,chibicc_combined.tea,4,1624,1380,240,552,960,792
struct-of-arrays,chibicc_combined.tea,5,1624,1440,240,616,960,792
struct-of-arrays,chibicc_combined.tea,6,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,7,1624,1440,240,556,960,792
struct-of-arrays,chibicc_combined.tea,8,1624,1380,240,532,960,852
struct-of-arrays,chibicc_combined.tea,9,1624,1380,240,520,960,852
struct-of-arrays,chibicc_combined.tea,10,1624,1380,240,476,960,792
struct-of-arrays,chibicc_combined.tea,11,1624,1380,240,528,960,852
struct-of-arrays,chibicc_combined.tea,12,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,13,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,14,1624,1440,240,376,960,792
struct-of-arrays,chibicc_combined.tea,15,1624,1380,240,564,960,792
struct-of-arrays,chibicc_combined.tea,16,1624,1380,240,504,960,792
struct-of-arrays,chibicc_combined.tea,17,1624,1380,240,552,960,792
struct-of-arrays,chibicc_combined.tea,18,1624,1380,240,472,960,852
struct-of-arrays,chibicc_combined.tea,19,1624,1380,240,428,960,792
struct-of-arrays,chibicc_combined.tea,20,1624,1320,240,532,960,792
struct-of-arrays,chibicc_combined.tea,21,1624,1380,240,448,960,852
struct-of-arrays,chibicc_combined.tea,22,1624,1380,240,448,960,852
struct-of-arrays,chibicc_combined.tea,23,1624,1380,240,576,960,792
struct-of-arrays,chibicc_combined.tea,24,1624,1440,240,516,960,852
struct-of-arrays,chibicc_combined.tea,25,1624,1380,240,420,960,792
struct-of-arrays,chibicc_combined.tea,26,1624,1380,240,488,960,792
struct-of-arrays,chibicc_combined.tea,27,1624,1380,240,524,960,852
struct-of-arrays,chibicc_combined.tea,28,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,29,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,30,1624,1380,240,472,960,792
struct-of-arrays,chibicc_combined.tea,31,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,32,1624,1380,240,468,960,852
struct-of-arrays,chibicc_combined.tea,33,1624,1440,240,596,960,792
struct-of-arrays,chibicc_combined.tea,34,1624,1380,240,544,960,792
struct-of-arrays,chibicc_combined.tea,35,1624,1380,240,464,960,852
struct-of-arrays,chibicc_combined.tea,36,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,37,1624,1380,240,396,960,852
struct-of-arrays,chibicc_combined.tea,38,1624,1380,240,492,960,792
struct-of-arrays,chibicc_combined.tea,39,1624,1440,240,572,960,852
struct-of-arrays,chibicc_combined.tea,40,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,41,1624,1380,240,496,960,792
struct-of-arrays,chibicc_combined.tea,42,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,43,1624,1440,240,496,960,852
struct-of-arrays,chibicc_combined.tea,44,1624,1440,240,376,960,792
struct-of-arrays,chibicc_combined.tea,45,1624,1440,240,616,960,792
struct-of-arrays,chibicc_combined.tea,46,1624,1380,240,512,960,852
struct-of-arrays,chibicc_combined.tea,47,1624,1380,240,396,960,852
struct-of-arrays,chibicc_combined.tea,48,1624,1380,240,520,960,792
struct-of-arrays,chibicc_combined.tea,49,1624,1380,240,556,960,792
struct-of-arrays,chibicc_combined.tea,50,1624,1380,240,552,960,792
struct-of-arrays,chibicc_parse.tea,1,1164,852,0,0,620,800
struct-of-arrays,chibicc_parse.tea,2,1164,852,0,0,620,800
struct-of-arrays,chibicc_parse.tea,3,1164,852,0,0,620,816
struct-of-arrays,chibicc_parse.tea,4,1164,852,0,0,620,740
struct-of-arrays,chibicc_parse.tea,5,1164,852,0,0,620,820
struct-of-arrays,chibicc_parse.tea,6,1164,852,0,0,620,832
struct-of-arrays,chibicc_parse.tea,7,1164,852,0,0,620,760
struct-of-arrays,chibicc_parse.tea,8,1164,912,0,0,620,880
struct-of-arrays,chibicc_parse.tea,9,1164,912,0,0,620,896
struct-of-arrays,chibicc_parse.tea,10,1164,852,0,0,620,760
struct-of-arrays,chibicc_parse.tea,11,1164,852,0,0,620,792
struct-of-arrays,chibicc_parse.tea,12,1164,792,0,0,620,820
struct-of-arrays,chibicc_parse.tea,13,1164,852,0,0,620,760
struct-of-arrays,chibicc_parse.tea,14,1164,852,0,0,620,764
struct-of-arrays,chibicc_parse.tea,15,1164,852,0,0,620,812
struct-of-arrays,chibicc_parse.tea,16,1164,852,0,0,620,768
struct-of-arrays,chibicc_parse.tea,17,1164,852,0,0,620,684
struct-of-arrays,chibicc_parse.tea,18,1164,852,0,0,620,820
struct-of-arrays,chibicc_parse.tea,19,1164,852,0,0,620,736
struct-of-arrays,chibicc_parse.tea,20,1164,852,0,0,620,788
struct-of-arrays,chibicc_parse.tea,21,1164,852,0,0,620,808
struct-of-arrays,chibicc_parse.tea,22,1164,852,0,0,620,820
struct-of-arrays,chibicc_parse.tea,23,1164,852,0,0,620,844
struct-of-arrays,chibicc_parse.tea,24,1164,852,0,0,620,752
struct-of-arrays,chibicc_parse.tea,25,1164,852,0,0,620,748
struct-of-arrays,chibicc_parse.tea,26,1164,852,0,0,620,792
struct-of-arrays,chibicc_parse.tea,27,1164,852,0,0,620,720
struct-of-arrays,chibicc_parse.tea,28,1164,852,0,0,620,728
struct-of-arrays,chibicc_parse.tea,29,1164,852,0,0,620,856
struct-of-arrays,chibicc_parse.tea,30,1164,852,0,0,620,728
struct-of-arrays,chibicc_parse.tea,31,1164,852,0,0,620,752
struct-of-arrays,chibicc_parse.tea,32,1164,852,0,0,620,832
struct-of-arrays,chibicc_parse.tea,33,1164,852,0,0,620,700
struct-of-arrays,chibicc_parse.tea,34,1164,852,0,0,620,692
struct-of-arrays,chibicc_parse.tea,35,1164,852,0,0,620,760
struct-of-arrays,chibicc_parse.tea,36,1164,792,0,0,620,816
struct-of-arrays,chibicc_parse.tea,37,1164,852,0,0,620,820
struct-of-arrays,chibicc_parse.tea,38,1164,852,0,0,620,812
struct-of-arrays,chibicc_parse.tea,39,1164,792,0,0,620,800
struct-of-arrays,chibicc_parse.tea,40,1164,852,0,0,620,768
struct-of-arrays,chibicc_parse.tea,41,1164,852,0,0,620,812
struct-of-arrays,chibicc_parse.tea,42,1164,852,0,0,620,696
struct-of-arrays,chibicc_parse.tea,43,1164,792,0,0,620,820
struct-of-arrays,chibicc_parse.tea,44,1164,912,0,0,620,832
struct-of-arrays,chibicc_parse.tea,45,1164,852,0,0,620,688
struct-of-arrays,chibicc_parse.tea,46,1164,852,0,0,620,788
struct-of-arrays,chibicc_parse.tea,47,1164,852,0,0,620,800
struct-of-arrays,chibicc_parse.tea,48,1164,852,0,0,620,808
struct-of-arrays,chibicc_parse.tea,49,1164,852,0,0,620,728
struct-of-arrays,chibicc_parse.tea,50,1164,852,0,0,620,808
struct-of-arrays,gzip.tea,1,1288,1116,136,0,548,776
struct-of-arrays,gzip.tea,2,1288,1116,136,0,548,820
struct-of-arrays,gzip.tea,3,1288,1116,136,0,548,796
struct-of-arrays,gzip.tea,4,1288,1176,136,0,548,868
struct-of-arrays,gzip.tea,5,1288,1116,136,0,548,852
struct-of-arrays,gzip.tea,6,1288,1116,136,0,548,840
struct-of-arrays,gzip.tea,7,1288,1116,136,0,548,760
struct-of-arrays,gzip.tea,8,1288,1116,136,0,548,796
struct-of-arrays,gzip.tea,9,1288,1116,136,0,548,820
struct-of-arrays,gzip.tea,10,1288,1116,136,0,548,852
struct-of-arrays,gzip.tea,11,1288,1176,136,0,548,832
struct-of-arrays,gzip.tea,12,1288,1116,136,0,548,744
struct-of-arrays,gzip.tea,13,1288,1116,136,0,548,748
struct-of-arrays,gzip.tea,14,1288,1116,136,0,548,844
struct-of-arrays,gzip.tea,15,1288,1116,136,0,548,768
struct-of-arrays,gzip.tea,16,1288,1116,136,0,548,784
struct-of-arrays,gzip.tea,17,1288,1116,136,0,548,752
struct-of-arrays,gzip.tea,18,1288,1116,136,0,548,796
struct-of-arrays,gzip.tea,19,1288,1056,136,0,548,848
struct-of-arrays,gzip.tea,20,1288,1176,136,0,548,840
struct-of-arrays,gzip.tea,21,1288,1116,136,0,548,784
struct-of-arrays,gzip.tea,22,1288,1116,136,0,548,832
struct-of-arrays,gzip.tea,23,1288,1116,136,0,548,864
struct-of-arrays,gzip.tea,24,1288,1116,136,0,548,720
struct-of-arrays,gzip.tea,25,1288,1116,136,0,548,808
struct-of-arrays,gzip.tea,26,1288,1176,136,0,548,820
struct-of-arrays,gzip.tea,27,1288,1116,136,0,548,804
struct-of-arrays,gzip.tea,28,1288,1116,136,0,548,832
struct-of-arrays,gzip.tea,29,1288,1116,136,0,548,760
struct-of-arrays,gzip.tea,30,1288,1116,136,0,548,788
struct-of-arrays,gzip.tea,31,1288,1116,136,0,548,736
struct-of-arrays,gzip.tea,32,1288,1176,136,0,548,868
struct-of-arrays,gzip.tea,33,1288,1116,136,0,548,836
struct-of-arrays,gzip.tea,34,1288,1116,136,0,548,848
struct-of-arrays,gzip.tea,35,1288,1116,136,0,548,848
struct-of-arrays,gzip.tea,36,1288,1116,136,0,548,788
struct-of-arrays,gzip.tea,37,1288,1116,136,0,548,792
struct-of-arrays,gzip.tea,38,1288,1056,136,0,548,816
struct-of-arrays,gzip.tea,39,1288,1116,136,0,548,772
struct-of-arrays,gzip.tea,40,1288,1176,136,0,548,808
struct-of-arrays,gzip.tea,41,1288,1116,136,0,548,820
struct-of-arrays,gzip.tea,42,1288,1176,136,0,548,816
struct-of-arrays,gzip.tea,43,1288,1176,136,0,548,892
struct-of-arrays,gzip.tea,44,1288,1116,136,0,548,768
struct-of-arrays,gzip.tea,45,1288,1176,136,0,548,868
struct-of-arrays,gzip.tea,46,1288,1116,136,0,548,820
struct-of-arrays,gzip.tea,47,1288,1116,136,0,548,808
struct-of-arrays,gzip.tea,48,1288,1056,136,0,548,820
struct-of-arrays,gzip.tea,49,1288,1116,136,0,548,740
struct-of-arrays,gzip.tea,50,1288,1116,136,0,548,840
struct-of-arrays,zlib.tea,1,2216,1644,0,0,896,788
struct-of-arrays,zlib.tea,2,2216,1644,0,0,896,676
struct-of-arrays,zlib.tea,3,2216,1644,0,0,896,688
struct-of-arrays,zlib.tea,4,2216,1644,0,0,896,780
struct-of-arrays,zlib.tea,5,2216,1584,0,0,896,752
struct-of-arrays,zlib.tea,6,2216,1644,0,0,896,744
struct-of-arrays,zlib.tea,7,2216,1704,0,0,896,820
struct-of-arrays,zlib.tea,8,2216,1704,0,0,896,820
struct-of-arrays,zlib.tea,9,2216,1644,0,0,896,720
struct-of-arrays,zlib.tea,10,2216,1644,0,0,896,700
struct-of-arrays,zlib.tea,11,2216,1968,0,0,896,856
struct-of-arrays,zlib.tea,12,2216,1644,0,0,896,712
struct-of-arrays,zlib.tea,13,2216,1644,0,0,896,784
struct-of-arrays,zlib.tea,14,2216,1644,0,0,896,768
struct-of-arrays,zlib.tea,15,2216,1704,0,0,896,840
struct-of-arrays,zlib.tea,16,2216,1644,0,0,896,676
struct-of-arrays,zlib.tea,17,2216,1644,0,0,896,672
struct-of-arrays,zlib.tea,18,2216,1644,0,0,896,756
struct-of-arrays,zlib.tea,19,2216,1644,0,0,896,732
struct-of-arrays,zlib.tea,20,2216,1644,0,0,896,704
struct-of-arrays,zlib.tea,21,2216,1704,0,0,896,880
struct-of-arrays,zlib.tea,22,2216,1644,0,0,896,712
struct-of-arrays,zlib.tea,23,2216,1644,0,0,896,788
struct-of-arrays,zlib.tea,24,2216,1704,0,0,896,892
struct-of-arrays,zlib.tea,25,2216,1968,0,0,896,880
struct-of-arrays,zlib.tea,26,2216,1644,0,0,896,772
struct-of-arrays,zlib.tea,27,2216,1644,0,0,896,700
struct-of-arrays,zlib.tea,28,2216,1644,0,0,896,716
struct-of-arrays,zlib.tea,29,2216,1644,0,0,896,792
struct-of-arrays,zlib.tea,30,2216,1704,0,0,896,832
struct-of-arrays,zlib.tea,31,2216,1644,0,0,896,688
struct-of-arrays,zlib.tea,32,2216,1644,0,0,896,784
struct-of-arrays,zlib.tea,33,2216,1704,0,0,896,832
struct-of-arrays,zlib.tea,34,2216,1644,0,0,896,696
struct-of-arrays,zlib.tea,35,2216,1644,0,0,896,784
struct-of-arrays,zlib.tea,36,2216,1704,0,0,896,820
struct-of-arrays,zlib.tea,37,2216,1704,0,0,896,880
struct-of-arrays,zlib.tea,38,2216,1644,0,0,896,720
struct-of-arrays,zlib.tea,39,2216,1584,0,0,896,764
struct-of-arrays,zlib.tea,40,2216,1644,0,0,896,700
struct-of-arrays,zlib.tea,41,2216,1644,0,0,896,772
struct-of-arrays,zlib.tea,42,2216,1644,0,0,896,680
struct-of-arrays,zlib.tea,43,2216,1644,0,0,896,676
struct-of-arrays,zlib.tea,44,2216,1644,0,0,896,696
struct-of-arrays,zlib.tea,45,2216,1644,0,0,896,664
struct-of-arrays,zlib.tea,46,2216,1704,0,0,896,864
struct-of-arrays,zlib.tea,47,2216,1644,0,0,896,748
struct-of-arrays,zlib.tea,48,2216,1644,0,0,896,636
struct-of-arrays,zlib.tea,49,2216,1644,0,0,896,760
struct-of-arrays,zlib.tea,50,2216,1584,0,0,896,760